iter	Logloss
0	0.5467548352
1	0.4361378537
2	0.3477356304
3	0.2938146551
4	0.2429935914
5	0.2114263063
6	0.1841958807
7	0.1692548483
8	0.1486322806
9	0.1330336229
10	0.1183433838
11	0.1069319098
12	0.09757949034
13	0.08970618547
14	0.08213886287
15	0.07743667706
16	0.07223321504
17	0.06901855639
18	0.06518001825
19	0.06056044778
20	0.05812638068
21	0.05550294066
22	0.05256790705
23	0.05027287421
24	0.04720029512
25	0.04524165565
26	0.04240771754
27	0.04065309881
28	0.03893136081
29	0.03712154832
30	0.03484741081
31	0.03394137117
32	0.03268962554
33	0.03131309673
34	0.03009688225
35	0.02856673174
36	0.02758063775
37	0.02673407907
38	0.0256404926
39	0.02509611877
40	0.02410410359
41	0.02352348684
42	0.02278109804
43	0.021955014
44	0.02118269825
45	0.02053556452
46	0.01987002054
47	0.01935985059
48	0.01885504252
49	0.01852665239
50	0.01790430662
51	0.01751069593
52	0.01655585293
53	0.01580231545
54	0.01543115648
55	0.01503063835
56	0.01462710122
57	0.01421061733
58	0.01407570858
59	0.01378630513
60	0.013519544
61	0.01292608623
62	0.01264482238
63	0.01219490667
64	0.01199877923
65	0.01164859978
66	0.01120656079
67	0.01101556062
68	0.01065151715
69	0.01035772994
70	0.01010549951
71	0.009985695746
72	0.009935017484
73	0.009885270311
74	0.009737355564
75	0.00970672714
76	0.009665252585
77	0.00938053759
78	0.009111432824
79	0.009016115461
80	0.008987975108
81	0.00879664136
82	0.008761373948
83	0.008482804859
84	0.008467041016
85	0.008161559517
86	0.008134451994
87	0.008121661308
88	0.007855972681
89	0.007845588292
90	0.00773206314
91	0.007604634129
92	0.007592789563
93	0.007411504033
94	0.007395523463
95	0.007355809864
96	0.00716304152
97	0.006961474118
98	0.006801567377
99	0.006738907205
100	0.006547732786
101	0.006538192598
102	0.006525176112
103	0.006506935746
104	0.006499301104
105	0.006368670477
106	0.006266312339
107	0.006157355497
108	0.006032550962
109	0.005891254457
110	0.005808007758
111	0.00572861657
112	0.00565901128
113	0.005651672347
114	0.005545910628
115	0.005410396991
116	0.005385320055
117	0.005378632503
118	0.005338151283
119	0.005272850512
120	0.005216875109
121	0.005212813263
122	0.005091192706
123	0.004994382463
124	0.004893438017
125	0.004778536486
126	0.004721790338
127	0.00463797827
128	0.00462657134
129	0.004542506194
130	0.004487296478
131	0.004483090693
132	0.004483127897
133	0.004479708133
134	0.004475187814
135	0.00444100039
136	0.004390800776
137	0.004317940686
138	0.004234686386
139	0.004232632081
140	0.004229995067
141	0.004198791773
142	0.004196234914
143	0.004151958789
144	0.004106993408
145	0.004106876396
146	0.004105348319
147	0.004102925196
148	0.004102281382
149	0.00404918593
150	0.004007410666
151	0.004007445773
152	0.003973313907
153	0.003973255422
154	0.003973055385
155	0.003908428196
156	0.00390836977
157	0.003884720525
158	0.003882534148
159	0.003861174535
160	0.003792366133
161	0.003754302454
162	0.00375430062
